id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn,usage_intensity,engagement_intensity,sms_intensity,call_failure_rate,network_reach_ratio,usage_segment,charge_segment,tenure_segment,failure_segment,tariff_plan_flag,status_inactive_flag,complaints_flag,age_group_code
1514,35,0,1665,44,38,20,3,A,Inactive,30-40,N,0,47.57142857142857,1.2571428571428571,1.0857142857142856,0.06818181818181818,0.45454545454545453,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
1515,34,0,1553,20,2,7,0,A,Active,30-40,N,0,45.6764705882353,0.5882352941176471,0.058823529411764705,0.0,0.35,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1516,36,0,5613,89,0,10,1,A,Active,Under 30,N,0,155.91666666666666,2.4722222222222223,0.0,0.011235955056179775,0.11235955056179775,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1517,41,2,14788,186,15,46,18,A,Active,30-40,N,0,360.6829268292683,4.536585365853658,0.36585365853658536,0.0967741935483871,0.24731182795698925,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1518,42,0,393,12,15,8,5,A,Inactive,30-40,N,1,9.357142857142858,0.2857142857142857,0.35714285714285715,0.4166666666666667,0.6666666666666666,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1519,34,2,6900,103,46,26,3,A,Active,Over 40,N,0,202.94117647058823,3.0294117647058822,1.3529411764705883,0.02912621359223301,0.2524271844660194,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1520,30,0,5353,79,0,4,0,A,Active,Under 30,N,0,178.43333333333334,2.6333333333333333,0.0,0.0,0.05063291139240506,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1521,35,1,305,6,7,2,5,A,Active,Over 40,N,0,8.714285714285714,0.17142857142857143,0.2,0.8333333333333334,0.3333333333333333,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1522,19,1,6168,137,88,44,12,B,Active,Under 30,N,0,324.63157894736844,7.2105263157894735,4.631578947368421,0.08759124087591241,0.32116788321167883,High usage,Positive charge tier,Short tenure,Low failure,1,0,0,0
1523,41,0,2408,64,367,28,10,A,Active,30-40,N,0,58.73170731707317,1.5609756097560976,8.951219512195122,0.15625,0.4375,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,1
1524,27,1,3340,66,6,22,5,A,Active,30-40,N,0,123.70370370370371,2.4444444444444446,0.2222222222222222,0.07575757575757576,0.3333333333333333,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
1525,37,0,1528,43,0,17,3,A,Inactive,30-40,N,0,41.2972972972973,1.162162162162162,0.0,0.06976744186046512,0.3953488372093023,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
1526,28,0,1130,16,28,5,5,A,Inactive,Over 40,N,0,40.357142857142854,0.5714285714285714,1.0,0.3125,0.3125,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,2
1527,34,0,3030,23,9,17,3,A,Active,30-40,N,0,89.11764705882354,0.6764705882352942,0.2647058823529412,0.13043478260869565,0.7391304347826086,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,1
1528,7,0,1182,13,0,5,0,A,Active,Under 30,N,1,168.85714285714286,1.8571428571428572,0.0,0.0,0.38461538461538464,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1529,38,0,900,15,22,11,4,A,Inactive,30-40,N,0,23.68421052631579,0.39473684210526316,0.5789473684210527,0.26666666666666666,0.7333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1530,35,0,538,7,1,1,1,A,Inactive,30-40,N,1,15.371428571428572,0.2,0.02857142857142857,0.14285714285714285,0.14285714285714285,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1531,30,0,1828,42,0,25,0,A,Active,Under 30,N,0,60.93333333333333,1.4,0.0,0.0,0.5952380952380952,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1532,33,1,6540,94,12,22,1,A,Active,Over 40,N,0,198.1818181818182,2.8484848484848486,0.36363636363636365,0.010638297872340425,0.23404255319148937,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1533,37,0,7318,126,375,40,1,A,Active,Under 30,N,0,197.78378378378378,3.4054054054054053,10.135135135135135,0.007936507936507936,0.31746031746031744,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1534,32,1,9115,115,136,42,11,A,Active,30-40,N,0,284.84375,3.59375,4.25,0.09565217391304348,0.3652173913043478,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
1535,25,0,710,4,0,1,0,A,Inactive,Over 40,N,0,28.4,0.16,0.0,0.0,0.25,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
1536,27,1,1070,33,191,11,2,B,Active,Under 30,Y,0,39.629629629629626,1.2222222222222223,7.074074074074074,0.06060606060606061,0.3333333333333333,Low usage,Positive charge tier,Short tenure,Low failure,1,0,1,0
1537,42,2,11465,160,19,48,9,A,Active,Over 40,N,0,272.9761904761905,3.8095238095238093,0.4523809523809524,0.05625,0.3,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
1538,19,4,7298,157,113,59,25,B,Active,Under 30,N,0,384.10526315789474,8.263157894736842,5.947368421052632,0.1592356687898089,0.37579617834394907,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
1539,31,2,3610,69,25,29,8,A,Active,30-40,N,0,116.45161290322581,2.225806451612903,0.8064516129032258,0.11594202898550725,0.42028985507246375,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1540,36,2,6625,84,182,23,6,A,Active,30-40,N,0,184.02777777777777,2.3333333333333335,5.055555555555555,0.07142857142857142,0.27380952380952384,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1541,27,1,1530,38,26,15,15,A,Active,Under 30,N,0,56.666666666666664,1.4074074074074074,0.9629629629629629,0.39473684210526316,0.39473684210526316,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1542,35,0,2698,58,1,34,6,A,Active,Under 30,N,0,77.08571428571429,1.6571428571428573,0.02857142857142857,0.10344827586206896,0.5862068965517241,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1543,33,0,955,47,16,17,23,A,Inactive,Under 30,N,1,28.939393939393938,1.4242424242424243,0.48484848484848486,0.48936170212765956,0.3617021276595745,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1544,40,1,4675,77,12,19,13,A,Active,30-40,N,0,116.875,1.925,0.3,0.16883116883116883,0.24675324675324675,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1545,40,0,3480,78,18,15,12,A,Active,30-40,N,0,87.0,1.95,0.45,0.15384615384615385,0.19230769230769232,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,1
1546,13,3,2673,37,20,14,6,A,Active,30-40,N,0,205.6153846153846,2.8461538461538463,1.5384615384615385,0.16216216216216217,0.3783783783783784,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1547,23,0,335,16,0,3,3,A,Inactive,Under 30,N,0,14.565217391304348,0.6956521739130435,0.0,0.1875,0.1875,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1548,36,4,15435,229,68,45,24,B,Active,30-40,N,0,428.75,6.361111111111111,1.8888888888888888,0.10480349344978165,0.1965065502183406,High usage,Positive charge tier,Long tenure,High failure,1,0,0,1
1549,36,0,2780,53,175,23,6,A,Active,Under 30,N,0,77.22222222222223,1.4722222222222223,4.861111111111111,0.11320754716981132,0.4339622641509434,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1550,17,1,9237,177,80,42,17,A,Active,Over 40,N,0,543.3529411764706,10.411764705882353,4.705882352941177,0.096045197740113,0.23728813559322035,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1551,30,0,1883,36,17,25,3,A,Inactive,30-40,N,1,62.766666666666666,1.2,0.5666666666666667,0.08333333333333333,0.6944444444444444,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
1552,41,0,890,22,24,13,4,A,Inactive,30-40,N,0,21.70731707317073,0.5365853658536586,0.5853658536585366,0.18181818181818182,0.5909090909090909,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1553,44,2,4583,74,18,41,16,A,Active,Under 30,N,0,104.1590909090909,1.6818181818181819,0.4090909090909091,0.21621621621621623,0.5540540540540541,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1554,42,0,485,14,18,7,7,A,Inactive,Under 30,N,1,11.547619047619047,0.3333333333333333,0.42857142857142855,0.5,0.5,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
1555,35,1,2915,19,472,3,2,A,Active,30-40,N,0,83.28571428571429,0.5428571428571428,13.485714285714286,0.10526315789473684,0.15789473684210525,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1556,18,2,9947,188,88,42,23,A,Active,Over 40,N,0,552.6111111111111,10.444444444444445,4.888888888888889,0.12234042553191489,0.22340425531914893,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
1557,10,2,2197,30,8,7,9,A,Active,30-40,N,1,219.7,3.0,0.8,0.3,0.23333333333333334,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1558,20,0,2740,47,0,16,0,A,Active,30-40,N,0,137.0,2.35,0.0,0.0,0.3404255319148936,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1559,40,0,2223,48,42,35,9,A,Inactive,30-40,N,1,55.575,1.2,1.05,0.1875,0.7291666666666666,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1560,34,3,15770,238,1,79,22,A,Active,Under 30,N,0,463.8235294117647,7.0,0.029411764705882353,0.09243697478991597,0.3319327731092437,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,0
1561,39,2,6805,92,193,28,8,A,Active,30-40,N,0,174.48717948717947,2.358974358974359,4.948717948717949,0.08695652173913043,0.30434782608695654,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1562,25,0,395,19,3,5,6,A,Inactive,Under 30,N,0,15.8,0.76,0.12,0.3157894736842105,0.2631578947368421,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1563,13,0,8627,165,66,38,7,A,Active,Over 40,N,0,663.6153846153846,12.692307692307692,5.076923076923077,0.04242424242424243,0.23030303030303031,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
1564,20,0,1225,26,11,12,8,A,Active,Under 30,N,0,61.25,1.3,0.55,0.3076923076923077,0.46153846153846156,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,0
1565,35,0,2393,57,354,22,7,A,Active,Under 30,N,0,68.37142857142857,1.6285714285714286,10.114285714285714,0.12280701754385964,0.38596491228070173,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1566,13,1,9158,175,70,38,16,A,Active,Over 40,N,0,704.4615384615385,13.461538461538462,5.384615384615385,0.09142857142857143,0.21714285714285714,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1567,28,1,1628,42,35,70,7,A,Active,Over 40,N,0,58.142857142857146,1.5,1.25,0.16666666666666666,1.6666666666666667,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,2
1568,46,0,2803,70,30,25,19,A,Inactive,Over 40,N,0,60.93478260869565,1.5217391304347827,0.6521739130434783,0.2714285714285714,0.35714285714285715,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
1569,37,0,595,8,0,4,2,A,Inactive,Under 30,N,0,16.08108108108108,0.21621621621621623,0.0,0.25,0.5,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
1570,24,1,1135,28,182,6,2,B,Active,Under 30,N,0,47.291666666666664,1.1666666666666667,7.583333333333333,0.07142857142857142,0.21428571428571427,Low usage,Positive charge tier,Short tenure,Low failure,1,0,0,0
1571,21,0,3145,59,0,19,1,A,Active,30-40,N,0,149.76190476190476,2.8095238095238093,0.0,0.01694915254237288,0.3220338983050847,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1572,34,1,305,6,7,2,5,A,Active,Over 40,N,0,8.970588235294118,0.17647058823529413,0.20588235294117646,0.8333333333333334,0.3333333333333333,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,2
1573,40,2,9295,129,155,48,15,A,Active,30-40,N,0,232.375,3.225,3.875,0.11627906976744186,0.37209302325581395,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1574,32,0,1975,24,0,14,0,A,Inactive,Under 30,N,1,61.71875,0.75,0.0,0.0,0.5833333333333334,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,0
1575,32,0,1185,39,28,14,18,A,Inactive,30-40,N,0,37.03125,1.21875,0.875,0.46153846153846156,0.358974358974359,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
1576,39,1,15600,187,148,29,12,A,Active,Under 30,N,0,400.0,4.794871794871795,3.7948717948717947,0.06417112299465241,0.15508021390374332,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
1577,42,2,11950,168,29,54,14,A,Active,Over 40,N,0,284.5238095238095,4.0,0.6904761904761905,0.08333333333333333,0.32142857142857145,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
1578,28,0,955,41,8,16,21,A,Inactive,Under 30,Y,1,34.107142857142854,1.4642857142857142,0.2857142857142857,0.5121951219512195,0.3902439024390244,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,0
1579,37,2,9115,121,144,43,13,A,Active,30-40,N,0,246.35135135135135,3.27027027027027,3.891891891891892,0.10743801652892562,0.35537190082644626,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1580,3,0,4130,30,200,4,0,A,Active,30-40,N,0,1376.6666666666667,10.0,66.66666666666667,0.0,0.13333333333333333,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1581,32,0,2710,19,466,2,0,A,Active,30-40,N,0,84.6875,0.59375,14.5625,0.0,0.10526315789473684,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1582,37,1,2518,56,7,30,6,A,Active,Under 30,N,0,68.05405405405405,1.5135135135135136,0.1891891891891892,0.10714285714285714,0.5357142857142857,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1583,24,0,765,7,16,1,0,A,Inactive,Over 40,Y,1,31.875,0.2916666666666667,0.6666666666666666,0.0,0.14285714285714285,Low usage,Zero charge tier,Short tenure,Low failure,0,1,1,2
1584,27,0,890,26,19,10,13,A,Inactive,Under 30,N,0,32.96296296296296,0.9629629629629629,0.7037037037037037,0.5,0.38461538461538464,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1585,27,1,1683,45,62,72,4,A,Active,Over 40,N,0,62.333333333333336,1.6666666666666667,2.2962962962962963,0.08888888888888889,1.6,Low usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1586,44,2,7813,139,399,46,10,A,Active,30-40,N,0,177.5681818181818,3.159090909090909,9.068181818181818,0.07194244604316546,0.33093525179856115,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1587,35,1,11690,158,8,45,11,A,Active,Over 40,N,0,334.0,4.514285714285714,0.22857142857142856,0.06962025316455696,0.2848101265822785,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
1588,35,1,14125,208,22,30,14,A,Active,Under 30,N,0,403.57142857142856,5.942857142857143,0.6285714285714286,0.0673076923076923,0.14423076923076922,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
1589,8,0,8627,159,58,37,5,A,Active,Over 40,N,0,1078.375,19.875,7.25,0.031446540880503145,0.23270440251572327,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
1590,41,3,4195,94,71,34,16,A,Active,30-40,N,0,102.3170731707317,2.292682926829268,1.7317073170731707,0.1702127659574468,0.3617021276595745,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1591,36,1,2688,62,16,46,2,A,Active,Under 30,N,0,74.66666666666667,1.7222222222222223,0.4444444444444444,0.03225806451612903,0.7419354838709677,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
1592,7,0,0,0,0,0,0,A,Active,Under 30,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1593,39,0,1620,48,46,24,3,A,Inactive,30-40,N,0,41.53846153846154,1.2307692307692308,1.1794871794871795,0.0625,0.5,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
1594,29,0,1005,31,17,9,16,A,Inactive,30-40,N,0,34.6551724137931,1.0689655172413792,0.5862068965517241,0.5161290322580645,0.2903225806451613,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
1595,40,3,7138,87,147,43,13,A,Active,30-40,N,0,178.45,2.175,3.675,0.14942528735632185,0.4942528735632184,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1596,35,2,6900,102,12,21,6,A,Active,Over 40,N,0,197.14285714285714,2.914285714285714,0.34285714285714286,0.058823529411764705,0.20588235294117646,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
1597,35,0,2673,49,35,29,10,A,Inactive,30-40,Y,1,76.37142857142857,1.4,1.0,0.20408163265306123,0.5918367346938775,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
1598,37,0,7698,128,393,46,5,A,Active,Under 30,N,0,208.05405405405406,3.4594594594594597,10.621621621621621,0.0390625,0.359375,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1599,7,0,4085,34,208,8,0,A,Active,30-40,N,0,583.5714285714286,4.857142857142857,29.714285714285715,0.0,0.23529411764705882,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1600,38,2,4970,81,26,32,12,A,Active,30-40,N,0,130.78947368421052,2.1315789473684212,0.6842105263157895,0.14814814814814814,0.3950617283950617,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1601,14,0,5973,129,46,36,11,B,Active,Under 30,N,0,426.64285714285717,9.214285714285714,3.2857142857142856,0.08527131782945736,0.27906976744186046,High usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
1602,27,0,700,12,25,6,0,A,Inactive,Over 40,N,0,25.925925925925927,0.4444444444444444,0.9259259259259259,0.0,0.5,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
1603,35,0,660,43,7,4,24,A,Inactive,30-40,N,1,18.857142857142858,1.2285714285714286,0.2,0.5581395348837209,0.09302325581395349,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1604,38,0,2393,58,2,33,3,A,Active,Under 30,N,0,62.973684210526315,1.5263157894736843,0.05263157894736842,0.05172413793103448,0.5689655172413793,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1605,7,0,1428,16,0,5,0,A,Active,30-40,N,1,204.0,2.2857142857142856,0.0,0.0,0.3125,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1606,32,0,2535,16,0,12,0,A,Active,30-40,N,0,79.21875,0.5,0.0,0.0,0.75,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1607,28,0,2580,12,0,8,0,A,Active,30-40,N,0,92.14285714285714,0.42857142857142855,0.0,0.0,0.6666666666666666,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1608,30,0,0,0,0,0,0,A,Inactive,Under 30,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,0
1609,45,2,4675,83,20,20,15,A,Active,30-40,N,0,103.88888888888889,1.8444444444444446,0.4444444444444444,0.18072289156626506,0.24096385542168675,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1610,33,0,3215,45,7,14,13,A,Inactive,30-40,Y,1,97.42424242424242,1.3636363636363635,0.21212121212121213,0.28888888888888886,0.3111111111111111,High usage,Zero charge tier,Short tenure,High failure,0,1,1,1
1611,39,0,305,6,7,2,5,A,Inactive,Under 30,N,1,7.82051282051282,0.15384615384615385,0.1794871794871795,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
1612,29,0,6153,59,86,29,0,A,Active,Under 30,N,0,212.17241379310346,2.0344827586206895,2.9655172413793105,0.0,0.4915254237288136,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1613,26,1,6400,100,249,25,0,B,Active,Under 30,N,0,246.15384615384616,3.8461538461538463,9.576923076923077,0.0,0.25,High usage,Positive charge tier,Short tenure,Low failure,1,0,0,0
1614,37,3,7145,124,282,38,8,B,Active,Under 30,N,0,193.1081081081081,3.3513513513513513,7.621621621621622,0.06451612903225806,0.3064516129032258,High usage,Positive charge tier,Long tenure,Low failure,1,0,0,0
1615,41,1,2790,27,484,7,1,A,Active,30-40,N,0,68.04878048780488,0.6585365853658537,11.804878048780488,0.037037037037037035,0.25925925925925924,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1616,16,0,6278,135,53,38,16,B,Active,Under 30,N,0,392.375,8.4375,3.3125,0.11851851851851852,0.2814814814814815,High usage,Zero charge tier,Short tenure,High failure,1,0,0,0
1617,33,0,2573,44,33,32,12,A,Inactive,30-40,N,1,77.96969696969697,1.3333333333333333,1.0,0.2727272727272727,0.7272727272727273,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
